2015-09-01 00:00:00,48.62,0.00
2015-09-01 01:00:00,47.69,0.00
2015-09-01 02:00:00,45.85,0.00
2015-09-01 03:00:00,45.78,0.00
2015-09-01 04:00:00,49.30,0.00
2015-09-01 05:00:00,55.93,0.00
2015-09-01 06:00:00,60.47,0.00
2015-09-01 07:00:00,57.50,0.00
2015-09-01 08:00:00,59.57,0.00
2015-09-01 09:00:00,60.47,0.00
2015-09-01 10:00:00,63.52,0.00
2015-09-01 11:00:00,63.69,0.00
2015-09-01 12:00:00,60.47,0.00
2015-09-01 13:00:00,60.10,0.00
2015-09-01 14:00:00,62.53,0.00
2015-09-01 15:00:00,63.01,0.00
2015-09-01 16:00:00,62.29,0.00
2015-09-01 17:00:00,61.51,0.00
2015-09-01 18:00:00,65.50,0.00
2015-09-01 19:00:00,67.67,0.00
2015-09-01 20:00:00,61.51,0.00
2015-09-01 21:00:00,54.90,0.00
2015-09-01 22:00:00,51.50,0.00
2015-09-01 23:00:00,49.30,47.32
2015-09-02 00:00:00,47.69,46.15
2015-09-02 01:00:00,47.69,45.46
2015-09-02 02:00:00,47.20,45.55
2015-09-02 03:00:00,47.55,43.47
2015-09-02 04:00:00,51.50,39.64
2015-09-02 05:00:00,62.50,44.04
2015-09-02 06:00:00,63.48,46.88
2015-09-02 07:00:00,63.76,51.94
2015-09-02 08:00:00,65.00,51.19
2015-09-02 09:00:00,65.00,49.57
2015-09-02 10:00:00,65.49,51.55
2015-09-02 11:00:00,65.25,55.22
2015-09-02 12:00:00,63.48,53.09
2015-09-02 13:00:00,63.48,50.01
2015-09-02 14:00:00,62.53,48.48
2015-09-02 15:00:00,62.52,48.33
2015-09-02 16:00:00,61.00,48.40
2015-09-02 17:00:00,58.01,48.48
2015-09-02 18:00:00,61.51,50.98
2015-09-02 19:00:00,63.69,50.02
2015-09-02 20:00:00,57.57,51.59
2015-09-02 21:00:00,49.94,51.11
2015-09-02 22:00:00,49.94,47.27
2015-09-02 23:00:00,47.55,46.62
2015-09-03 00:00:00,45.00,45.39
2015-09-03 01:00:00,44.72,43.85
2015-09-03 02:00:00,43.78,43.86
2015-09-03 03:00:00,45.13,39.64
2015-09-03 04:00:00,49.30,38.01
2015-09-03 05:00:00,54.50,40.52
